user_id,subscription_type,country,device,cohort,days_since_last_seen,churned
1131,Premium,Spain,Laptop,2022-11,3,False
1132,Standard,Spain,Laptop,2022-11,225,True
1133,Basic,United States,Laptop,2022-11,177,True
1134,Standard,Canada,Smart TV,2022-11,170,True
1135,Premium,United States,Laptop,2022-10,3,False
1136,Basic,United States,Smartphone,2022-10,110,True
1137,Premium,Canada,Smart TV,2022-10,238,True
1138,Standard,United Kingdom,Smartphone,2022-10,239,True
1139,Basic,Australia,Smartphone,2022-09,280,True
1140,Standard,Germany,Smart TV,2022-09,148,True
1141,Premium,France,Smart TV,2022-08,41,True
1142,Basic,Brazil,Laptop,2022-08,241,True
1143,Standard,Mexico,Smart TV,2022-08,3,False
1144,Premium,Spain,Tablet,2022-08,314,True
1145,Basic,Italy,Smart TV,2022-08,7,False
1146,Premium,Spain,Smartphone,2022-08,49,True
1147,Basic,Spain,Tablet,2022-07,323,True
1148,Standard,United States,Smartphone,2022-07,340,True
1149,Standard,Canada,Tablet,2022-07,9,False
1150,Basic,United States,Tablet,2022-07,1,False
1151,Premium,United States,Laptop,2022-06,299,True
1152,Basic,Canada,Smartphone,2022-06,91,True
1153,Standard,United Kingdom,Laptop,2022-06,6,False
1154,Premium,Australia,Laptop,2022-06,200,True
1155,Basic,Germany,Laptop,2022-06,20,False
1156,Premium,France,Laptop,2022-06,3,False
1157,Basic,Brazil,Smart TV,2022-06,303,True
1158,Standard,Mexico,Smart TV,2022-06,212,True
1159,Standard,Spain,Laptop,2022-06,2,False
1160,Basic,Italy,Smart TV,2022-06,12,False
1161,Premium,Spain,Smartphone,2022-06,222,True
1162,Basic,Spain,Smart TV,2022-06,0,False
1163,Standard,United States,Smart TV,2022-06,0,False
1164,Premium,Canada,Smart TV,2022-06,1,False
1165,Basic,United States,Smartphone,2022-06,303,True
1166,Premium,United States,Tablet,2022-07,198,True
1167,Basic,Canada,Tablet,2022-07,14,False
1168,Standard,United Kingdom,Laptop,2022-07,3,False
1169,Standard,Australia,Smartphone,2022-07,292,True
1170,Basic,Germany,Smart TV,2022-07,182,True
1171,Premium,France,Smartphone,2022-07,2,False
1172,Basic,Brazil,Smart TV,2022-07,322,True
1173,Standard,Mexico,Smartphone,2022-08,259,True
1174,Premium,Spain,Laptop,2022-08,7,False
1175,Basic,Italy,Laptop,2022-08,269,True
1176,Premium,Spain,Smart TV,2022-08,1,False
1177,Basic,Spain,Tablet,2022-09,12,False
1178,Standard,United States,Smart TV,2022-09,3,False
1179,Standard,Canada,Smartphone,2022-09,1,False
1180,Basic,United States,Smart TV,2022-09,279,True
1181,Premium,United States,Laptop,2022-09,1,False
1182,Basic,Canada,Smartphone,2022-09,8,False
1183,Standard,United Kingdom,Tablet,2022-09,133,True
1184,Premium,Australia,Laptop,2022-09,12,False
1185,Basic,Germany,Smart TV,2022-10,11,False
1186,Premium,France,Smart TV,2022-10,252,True
1187,Basic,Brazil,Smart TV,2022-10,198,True
1188,Standard,Mexico,Tablet,2022-10,21,False
1189,Standard,Spain,Smartphone,2022-10,104,True
1190,Basic,Italy,Laptop,2022-10,3,False
1191,Premium,Spain,Smartphone,2022-10,0,False
1192,Basic,Spain,Laptop,2022-10,193,True
1193,Standard,United States,Tablet,2022-10,7,False
1194,Premium,Canada,Smart TV,2022-10,90,True
1195,Basic,United States,Smart TV,2022-10,238,True
1196,Basic,United States,Tablet,2022-10,3,False
1197,Basic,Canada,Smart TV,2022-10,91,True
1198,Standard,United Kingdom,Laptop,2022-11,1,False
1199,Premium,Australia,Smart TV,2022-11,9,False
1200,Basic,Germany,Smartphone,2022-11,230,True
1201,Basic,France,Smart TV,2022-11,2,False
1202,Premium,Brazil,Smart TV,2022-11,2,False
1203,Standard,Mexico,Smart TV,2022-11,167,True
1204,Standard,Spain,Laptop,2022-10,172,True
1205,Basic,Italy,Laptop,2022-10,3,False
1206,Premium,Spain,Smart TV,2022-10,91,True
1207,Standard,Spain,Smart TV,2022-10,95,True
1208,Basic,United States,Smartphone,2022-09,21,False
1209,Standard,Canada,Tablet,2022-09,268,True
1210,Premium,United States,Smart TV,2022-09,19,False
1211,Basic,United States,Laptop,2022-08,238,True
1212,Premium,Canada,Tablet,2022-08,4,False
1213,Standard,United Kingdom,Smart TV,2022-08,36,True
1214,Basic,Australia,Smartphone,2022-08,18,False
1215,Standard,Germany,Laptop,2022-08,320,True
1216,Premium,France,Tablet,2022-07,264,True
1217,Basic,Brazil,Laptop,2022-07,191,True
1218,Standard,Mexico,Laptop,2022-07,21,False
1219,Premium,Spain,Smartphone,2022-07,201,True
1220,Basic,Italy,Smart TV,2022-07,350,True
1221,Premium,Spain,Smart TV,2022-07,291,True
1222,Basic,Spain,Tablet,2022-06,296,True
1223,Standard,United States,Smartphone,2022-06,6,False
1224,Standard,Canada,Smartphone,2022-06,90,True
1225,Basic,United States,Smart TV,2022-06,85,True
1226,Premium,United States,Smartphone,2022-06,7,False
1227,Basic,Canada,Tablet,2022-06,86,True
1228,Standard,United Kingdom,Tablet,2022-06,94,True
1229,Premium,Australia,Smartphone,2022-06,221,True
1230,Basic,Germany,Smart TV,2022-06,358,True
1231,Premium,France,Tablet,2022-06,9,False
1232,Basic,Brazil,Smartphone,2022-06,1,False
1233,Standard,Mexico,Smartphone,2022-06,5,False
1234,Standard,Spain,Smartphone,2022-06,299,True
1235,Basic,Italy,Tablet,2022-06,11,False
1236,Premium,Spain,Tablet,2022-07,42,True
1237,Basic,Spain,Tablet,2022-07,285,True
1238,Standard,United States,Smartphone,2022-07,190,True
1239,Premium,Canada,Laptop,2022-07,194,True
1240,Basic,United States,Laptop,2022-07,60,True
1241,Premium,United States,Laptop,2022-07,1,False
1242,Basic,Canada,Tablet,2022-07,260,True
1243,Standard,United Kingdom,Smartphone,2022-08,36,True
1244,Standard,Australia,Tablet,2022-08,243,True
1245,Basic,Germany,Smartphone,2022-08,305,True
1246,Premium,France,Smartphone,2022-08,1,False
1247,Basic,Brazil,Smartphone,2022-09,17,False
1248,Standard,Mexico,Smart TV,2022-09,5,False
1249,Premium,Spain,Smart TV,2022-09,234,True
1250,Basic,Italy,Smartphone,2022-09,33,True
1251,Premium,Spain,Tablet,2022-09,138,True
1252,Basic,Spain,Laptop,2022-09,3,False
1253,Standard,United States,Laptop,2022-09,4,False
1254,Standard,Canada,Tablet,2022-09,6,False
1255,Basic,United States,Smart TV,2022-10,1,False
1256,Premium,United States,Laptop,2022-10,20,False
1257,Basic,Canada,Smart TV,2022-10,0,False
1258,Standard,United Kingdom,Tablet,2022-10,7,False
1259,Premium,Australia,Laptop,2022-10,6,False
1260,Basic,Germany,Laptop,2022-10,1,False
1261,Premium,France,Smart TV,2022-10,24,False
1262,Basic,Brazil,Smart TV,2022-10,10,False
1263,Standard,Mexico,Tablet,2022-10,6,False
1264,Standard,Spain,Smart TV,2022-10,3,False
1265,Basic,Italy,Tablet,2022-10,1,False
1266,Premium,Spain,Laptop,2022-10,5,False
1267,Basic,Spain,Tablet,2022-10,36,True
1268,Standard,United States,Laptop,2022-11,0,False
1269,Premium,Canada,Smartphone,2022-11,1,False
1270,Basic,United States,Smart TV,2022-11,2,False
1271,Basic,United States,Smartphone,2022-11,163,True
1272,Basic,Canada,Smartphone,2022-11,73,True
1273,Standard,United Kingdom,Tablet,2022-10,232,True
1274,Premium,Australia,Smart TV,2022-10,16,False
1275,Basic,Germany,Smartphone,2022-10,179,True
1276,Basic,France,Laptop,2022-10,23,False
1277,Premium,Brazil,Smartphone,2022-09,262,True
1278,Standard,Mexico,Laptop,2022-09,204,True
1279,Standard,Spain,Tablet,2022-09,222,True
1280,Basic,Italy,Laptop,2022-08,154,True
1281,Premium,Spain,Laptop,2022-08,150,True
1282,Standard,Spain,Tablet,2022-08,27,False
1283,Basic,United States,Laptop,2022-08,304,True
1284,Standard,Canada,Tablet,2022-08,160,True
1285,Premium,United States,Smart TV,2022-08,46,True
1286,Basic,United States,Laptop,2022-07,63,True
1287,Premium,Canada,Tablet,2022-07,6,False
1288,Standard,United Kingdom,Smartphone,2022-07,4,False
1289,Basic,Australia,Tablet,2022-07,78,True
1290,Standard,Germany,Laptop,2022-07,295,True
1291,Premium,France,Laptop,2022-06,296,True
1292,Basic,Brazil,Smart TV,2022-06,293,True
1293,Standard,Mexico,Tablet,2022-07,293,True
1294,Premium,Spain,Smartphone,2022-06,293,True
1295,Basic,Italy,Smartphone,2022-06,4,False
1296,Premium,Spain,Smart TV,2022-06,10,False
1297,Basic,Spain,Smartphone,2022-06,3,False
1298,Standard,United States,Laptop,2022-06,22,False
1299,Standard,Canada,Smart TV,2022-06,222,True
1300,Basic,United States,Laptop,2022-06,5,False
1301,Premium,United States,Smart TV,2022-06,360,True
1302,Basic,Canada,Smart TV,2022-06,10,False
1303,Standard,United Kingdom,Laptop,2022-06,206,True
1304,Premium,Australia,Laptop,2022-06,212,True
1305,Basic,Germany,Smartphone,2022-07,12,False
1306,Premium,France,Laptop,2022-07,359,True
1307,Basic,Brazil,Tablet,2022-07,3,False
1308,Standard,Mexico,Tablet,2022-07,68,True
1309,Standard,Spain,Tablet,2022-07,2,False
1310,Basic,Italy,Laptop,2022-07,5,False
1311,Premium,Spain,Tablet,2022-07,53,True
1312,Basic,Spain,Laptop,2022-08,318,True
1313,Standard,United States,Smart TV,2022-08,0,False
1314,Premium,Canada,Tablet,2022-08,35,True
1315,Basic,United States,Smartphone,2022-08,4,False
1316,Premium,United States,Tablet,2022-08,13,False
1317,Basic,Canada,Tablet,2022-09,6,False
1318,Standard,United Kingdom,Smartphone,2022-09,288,True
1319,Standard,Australia,Smartphone,2022-09,144,True
1320,Basic,Germany,Laptop,2022-09,276,True
1321,Premium,France,Tablet,2022-09,15,False
1322,Basic,Brazil,Smartphone,2022-09,273,True
1323,Standard,Mexico,Smartphone,2022-09,0,False
1324,Premium,Spain,Smart TV,2022-10,106,True
1325,Basic,Italy,Smartphone,2022-10,0,False
1326,Premium,Spain,Smartphone,2022-10,255,True
1327,Basic,Spain,Laptop,2022-10,9,False
1328,Standard,United States,Tablet,2022-10,106,True
1329,Standard,Canada,Laptop,2022-10,2,False
1330,Basic,United States,Smart TV,2022-10,0,False
1331,Premium,United States,Smartphone,2022-10,247,True
1332,Basic,Canada,Smartphone,2022-10,200,True
1333,Standard,United Kingdom,Tablet,2022-10,16,False
1334,Premium,Australia,Smart TV,2022-10,117,True
1335,Basic,Germany,Tablet,2022-10,2,False
1336,Premium,France,Tablet,2022-10,4,False
1337,Basic,Brazil,Tablet,2022-10,13,False
1338,Standard,Mexico,Laptop,2022-11,4,False
1339,Standard,Spain,Laptop,2022-11,12,False
1340,Basic,Italy,Smartphone,2022-11,7,False
1341,Premium,Spain,Smart TV,2022-11,72,True
1342,Basic,Spain,Laptop,2022-11,0,False
1343,Standard,United States,Tablet,2022-11,23,False
1344,Premium,Canada,Smartphone,2022-10,8,False
1345,Basic,United States,Smart TV,2022-10,231,True
1346,Basic,United States,Smart TV,2022-10,248,True
1347,Basic,Canada,Smart TV,2022-10,7,False
1348,Standard,United Kingdom,Laptop,2022-09,13,False
1349,Premium,Australia,Laptop,2022-09,8,False
1350,Basic,Germany,Smartphone,2022-08,143,True
1351,Basic,France,Laptop,2022-08,22,False
1352,Premium,Brazil,Laptop,2022-08,2,False
1353,Standard,Mexico,Tablet,2022-08,0,False
1354,Standard,Spain,Tablet,2022-08,308,True
1355,Basic,Italy,Tablet,2022-07,6,False
1356,Premium,Spain,Smartphone,2022-07,3,False
1357,Standard,Spain,Smart TV,2022-07,73,True
1358,Basic,United States,Tablet,2022-07,92,True
1359,Standard,Canada,Laptop,2022-07,197,True
1360,Premium,United States,Smart TV,2022-07,280,True
1361,Basic,United States,Laptop,2022-07,199,True
1362,Premium,Canada,Laptop,2022-07,208,True
1363,Standard,United Kingdom,Laptop,2022-07,6,False
1364,Basic,Australia,Tablet,2022-07,82,True
1365,Standard,Germany,Smartphone,2022-06,204,True
1366,Premium,France,Laptop,2022-06,0,False
1367,Basic,Brazil,Smartphone,2022-06,5,False
1368,Standard,Mexico,Laptop,2022-06,206,True
1369,Premium,Spain,Laptop,2022-06,11,False
1370,Basic,Italy,Tablet,2022-06,13,False
1371,Premium,Spain,Laptop,2022-06,310,True
1372,Basic,Spain,Laptop,2022-06,2,False
1373,Standard,United States,Laptop,2022-06,87,True
1374,Standard,Canada,Smart TV,2022-06,89,True
1375,Basic,United States,Laptop,2022-06,292,True
1376,Premium,United States,Tablet,2022-07,205,True
1377,Basic,Canada,Smart TV,2022-07,287,True
1378,Standard,United Kingdom,Smart TV,2022-07,278,True
1379,Premium,Australia,Smartphone,2022-07,180,True
1380,Basic,Germany,Laptop,2022-07,1,False
1381,Premium,France,Smart TV,2022-08,168,True
1382,Basic,Brazil,Smart TV,2022-08,164,True
1383,Standard,Mexico,Tablet,2022-08,309,True
1384,Standard,Spain,Smart TV,2022-08,1,False
1385,Basic,Italy,Smartphone,2022-08,30,False
1386,Premium,Spain,Smart TV,2022-08,32,True
1387,Basic,Spain,Smart TV,2022-08,3,False
1388,Standard,United States,Smartphone,2022-09,285,True
1389,Premium,Canada,Smartphone,2022-09,161,True
1390,Basic,United States,Laptop,2022-09,125,True
1391,Premium,United States,Tablet,2022-09,224,True
1392,Basic,Canada,Tablet,2022-09,115,True
1393,Standard,United Kingdom,Smart TV,2022-10,38,True
1394,Standard,Australia,Tablet,2022-10,256,True
1395,Basic,Germany,Tablet,2022-10,2,False
1396,Premium,France,Smart TV,2022-10,103,True
1397,Basic,Brazil,Laptop,2022-10,2,False
1398,Standard,Mexico,Smart TV,2022-10,1,False
1399,Premium,Spain,Smart TV,2022-10,4,False
1400,Basic,Italy,Laptop,2022-10,244,True
1401,Premium,Spain,Smart TV,2022-10,2,False
1402,Basic,Spain,Laptop,2022-10,104,True
1403,Standard,United States,Laptop,2022-10,2,False
1404,Standard,Canada,Tablet,2022-10,237,True
1405,Basic,United States,Smart TV,2022-10,176,True
1406,Premium,United States,Smart TV,2022-10,27,False
1407,Basic,Canada,Smart TV,2022-10,0,False
1408,Standard,United Kingdom,Smart TV,2022-11,5,False
1409,Premium,Australia,Tablet,2022-11,7,False
1410,Basic,Germany,Tablet,2022-11,73,True
1411,Premium,France,Smart TV,2022-11,173,True
1412,Basic,Brazil,Laptop,2022-11,14,False
1413,Standard,Mexico,Smartphone,2022-11,0,False
1414,Standard,Spain,Tablet,2022-11,6,False
1415,Basic,Italy,Smart TV,2022-10,96,True
1416,Premium,Spain,Smart TV,2022-10,11,False
1417,Basic,Spain,Tablet,2022-09,216,True
1418,Standard,United States,Smart TV,2022-09,7,False
1419,Premium,Canada,Smartphone,2022-09,35,True
1420,Basic,United States,Smartphone,2022-08,161,True
1421,Basic,United States,Smart TV,2022-08,18,False
1422,Basic,Canada,Laptop,2022-08,235,True
1423,Standard,United Kingdom,Smart TV,2022-08,32,True
1424,Premium,Australia,Laptop,2022-08,40,True
1425,Basic,Germany,Smartphone,2022-07,4,False
1426,Basic,France,Smart TV,2022-07,24,False
1427,Premium,Brazil,Tablet,2022-07,7,False
1428,Standard,Mexico,Smart TV,2022-07,7,False
1429,Standard,Spain,Laptop,2022-07,343,True
1430,Basic,Italy,Smart TV,2022-07,11,False
1431,Premium,Spain,Laptop,2022-07,351,True
1432,Standard,Spain,Smartphone,2022-07,81,True
1433,Basic,United States,Tablet,2022-07,15,False
1434,Standard,Canada,Laptop,2022-07,336,True
1435,Premium,United States,Smartphone,2022-06,1,False
1436,Basic,United States,Smart TV,2022-06,0,False
1437,Premium,Canada,Laptop,2022-06,302,True
1438,Standard,United Kingdom,Smartphone,2022-06,11,False
1439,Basic,Australia,Laptop,2022-06,92,True
1440,Standard,Germany,Smart TV,2022-06,206,True
1441,Premium,France,Tablet,2022-06,212,True
1442,Basic,Brazil,Smart TV,2022-06,89,True
1443,Standard,Mexico,Laptop,2022-06,0,False
1444,Premium,Spain,Tablet,2022-06,293,True
1445,Basic,Italy,Smartphone,2022-07,15,False
1446,Premium,Spain,Tablet,2022-07,199,True
1447,Basic,Spain,Tablet,2022-07,5,False
1448,Standard,United States,Laptop,2022-07,2,False
1449,Standard,Canada,Laptop,2022-07,268,True
1450,Basic,United States,Smartphone,2022-07,2,False
1451,Premium,United States,Tablet,2022-08,170,True
1452,Basic,Canada,Smart TV,2022-08,261,True
1453,Standard,United Kingdom,Smartphone,2022-08,0,False
1454,Premium,Australia,Smartphone,2022-08,256,True
1455,Basic,Germany,Smart TV,2022-08,252,True
1456,Premium,France,Laptop,2022-08,28,False
1457,Basic,Brazil,Laptop,2022-08,4,False
1458,Standard,Mexico,Tablet,2022-09,12,False
1459,Standard,Spain,Laptop,2022-09,5,False
1460,Basic,Italy,Smart TV,2022-09,1,False
1461,Premium,Spain,Smart TV,2022-09,0,False
1462,Basic,Spain,Smartphone,2022-09,3,False
1463,Standard,United States,Smart TV,2022-10,257,True
1464,Premium,Canada,Laptop,2022-10,5,False
1465,Basic,United States,Laptop,2022-10,265,True
1466,Premium,United States,Smart TV,2022-10,252,True
1467,Basic,Canada,Smartphone,2022-10,195,True
1468,Standard,United Kingdom,Laptop,2022-10,188,True
1469,Standard,Australia,Smart TV,2022-10,11,False
1470,Basic,Germany,Tablet,2022-10,0,False
1471,Premium,France,Smartphone,2022-10,7,False
1472,Basic,Brazil,Laptop,2022-10,2,False
1473,Standard,Mexico,Smartphone,2022-10,8,False
1474,Premium,Spain,Laptop,2022-10,3,False
1475,Basic,Italy,Laptop,2022-10,85,True
1476,Premium,Spain,Tablet,2022-10,2,False
1477,Basic,Spain,Smart TV,2022-11,24,False
1478,Standard,United States,Smart TV,2022-11,223,True
1479,Standard,Canada,Smart TV,2022-11,1,False
1480,Basic,United States,Laptop,2022-11,225,True
1481,Premium,United States,Laptop,2022-11,23,False
1482,Basic,Canada,Smartphone,2022-11,5,False
1483,Standard,United Kingdom,Smart TV,2022-11,10,False
1484,Premium,Australia,Smart TV,2022-10,12,False
1485,Basic,Germany,Laptop,2022-10,235,True
1486,Premium,France,Smartphone,2022-10,244,True
1487,Basic,Brazil,Smartphone,2022-10,19,False
1488,Standard,Mexico,Smart TV,2022-09,0,False
1489,Standard,Spain,Smart TV,2022-09,147,True
1490,Basic,Italy,Smartphone,2022-09,10,False
1491,Premium,Spain,Laptop,2022-09,31,True
1492,Basic,Spain,Laptop,2022-09,9,False
1493,Standard,United States,Laptop,2022-08,255,True
1494,Premium,Canada,Smartphone,2022-08,316,True
1495,Basic,United States,Tablet,2022-08,23,False
1496,Basic,United States,Tablet,2022-07,170,True
1497,Basic,Canada,Smart TV,2022-07,56,True
1498,Standard,United Kingdom,Smartphone,2022-07,71,True
1499,Premium,Australia,Smart TV,2022-07,287,True
1500,Basic,Germany,Tablet,2022-07,193,True
1501,Basic,France,Smart TV,2022-07,198,True
1502,Premium,Brazil,Laptop,2022-07,1,False
1503,Standard,Mexico,Laptop,2022-07,288,True
1504,Standard,Spain,Smart TV,2022-06,353,True
1505,Basic,Italy,Laptop,2022-06,17,False
1506,Premium,Spain,Smartphone,2022-06,0,False
1507,Standard,Spain,Tablet,2022-06,357,True
1508,Basic,United States,Laptop,2022-06,88,True
1509,Standard,Canada,Smartphone,2022-06,8,False
1510,Premium,United States,Smart TV,2022-06,295,True
1511,Basic,United States,Smart TV,2022-06,89,True
1512,Premium,Canada,Smart TV,2022-06,4,False
1513,Standard,United Kingdom,Smartphone,2022-06,99,True
1514,Basic,Australia,Smartphone,2022-07,24,False
1515,Standard,Germany,Smart TV,2022-07,1,False
1516,Premium,France,Laptop,2022-07,8,False
1517,Basic,Brazil,Smart TV,2022-07,11,False
1518,Standard,Mexico,Smart TV,2022-07,63,True
1519,Premium,Spain,Tablet,2022-07,54,True
1520,Basic,Italy,Smartphone,2022-07,1,False
1521,Premium,Spain,Tablet,2022-08,12,False
1522,Basic,Spain,Laptop,2022-08,164,True
1523,Standard,United States,Smart TV,2022-08,252,True
1524,Standard,Canada,Smartphone,2022-08,316,True
1525,Basic,United States,Tablet,2022-08,147,True
1526,Premium,United States,Tablet,2022-08,4,False
1527,Basic,Canada,Smart TV,2022-09,1,False
1528,Standard,United Kingdom,Smart TV,2022-09,0,False
1529,Premium,Australia,Laptop,2022-09,224,True
1530,Basic,Germany,Smartphone,2022-09,19,False
1531,Premium,France,Tablet,2022-09,125,True
1532,Basic,Brazil,Tablet,2022-09,1,False
1533,Standard,Mexico,Tablet,2022-09,2,False
1534,Standard,Spain,Tablet,2022-10,1,False
1535,Basic,Italy,Smart TV,2022-10,9,False
1536,Premium,Spain,Laptop,2022-10,8,False
1537,Basic,Spain,Tablet,2022-10,1,False
1538,Standard,United States,Smart TV,2022-10,6,False
1539,Premium,Canada,Laptop,2022-10,9,False
1540,Basic,United States,Laptop,2022-10,2,False
1541,Premium,United States,Smartphone,2022-10,111,True
1542,Basic,Canada,Smart TV,2022-10,2,False
1543,Standard,United Kingdom,Laptop,2022-10,1,False
1544,Standard,Australia,Tablet,2022-10,238,True
1545,Basic,Germany,Laptop,2022-10,3,False
1546,Premium,France,Smart TV,2022-10,170,True
1547,Basic,Brazil,Smartphone,2022-11,76,True
1548,Standard,Mexico,Tablet,2022-11,1,False
1549,Premium,Spain,Tablet,2022-11,2,False
1550,Basic,Italy,Smart TV,2022-11,37,True
1551,Premium,Spain,Tablet,2022-11,7,False
1552,Basic,Spain,Tablet,2022-11,7,False
1553,Standard,United States,Tablet,2022-11,166,True
1554,Standard,Canada,Laptop,2022-10,5,False
1555,Basic,United States,Smartphone,2022-10,3,False
1556,Premium,United States,Smartphone,2022-10,7,False
1557,Basic,Canada,Smart TV,2022-09,1,False
1558,Standard,United Kingdom,Smartphone,2022-09,8,False
1559,Premium,Australia,Tablet,2022-09,125,True
1560,Basic,Germany,Smart TV,2022-09,9,False
1561,Premium,France,Laptop,2022-09,11,False
1562,Basic,Brazil,Smartphone,2022-08,231,True
1563,Standard,Mexico,Laptop,2022-08,147,True
1564,Standard,Spain,Tablet,2022-08,3,False
1565,Basic,Italy,Smart TV,2022-08,3,False
1566,Premium,Spain,Laptop,2022-08,49,True
1567,Basic,Spain,Smartphone,2022-07,11,False
1568,Standard,United States,Smart TV,2022-07,276,True
1569,Premium,Canada,Tablet,2022-07,281,True
1570,Basic,United States,Tablet,2022-07,6,False
1571,Basic,United States,Tablet,2022-07,8,False
1572,Basic,Canada,Laptop,2022-07,2,False
1573,Standard,United Kingdom,Smart TV,2022-07,84,True
1574,Premium,Australia,Smart TV,2022-07,80,True
1575,Basic,Germany,Laptop,2022-07,13,False
1576,Basic,France,Smartphone,2022-07,10,False
1577,Premium,Brazil,Tablet,2022-07,0,False
1578,Standard,Mexico,Laptop,2022-06,17,False
1579,Standard,Spain,Smart TV,2022-06,1,False
1580,Basic,Italy,Smart TV,2022-06,6,False
1581,Premium,Spain,Smart TV,2022-06,6,False
1582,Standard,Spain,Smart TV,2022-06,0,False
1583,Basic,United States,Tablet,2022-06,111,True
1584,Standard,Canada,Tablet,2022-07,311,True
1585,Premium,United States,Laptop,2022-07,201,True
1586,Basic,United States,Tablet,2022-07,190,True
1587,Premium,Canada,Tablet,2022-07,7,False
1588,Standard,United Kingdom,Tablet,2022-07,328,True
1589,Basic,Australia,Tablet,2022-07,4,False
1590,Standard,Germany,Smart TV,2022-08,53,True
1591,Premium,France,Laptop,2022-08,41,True
1592,Basic,Brazil,Tablet,2022-08,12,False
1593,Standard,Mexico,Smartphone,2022-08,308,True
1594,Premium,Spain,Tablet,2022-08,15,False
1595,Basic,Italy,Tablet,2022-08,245,True
1596,Premium,Spain,Laptop,2022-08,9,False
1597,Basic,Spain,Smart TV,2022-09,225,True
1598,Standard,United States,Laptop,2022-09,1,False
1599,Standard,Canada,Smart TV,2022-09,5,False
1600,Basic,United States,Tablet,2022-09,7,False
1601,Premium,United States,Smartphone,2022-09,2,False
1602,Basic,Canada,Smart TV,2022-09,20,False
1603,Standard,United Kingdom,Smartphone,2022-09,264,True
1604,Premium,Australia,Smartphone,2022-09,10,False
1605,Basic,Germany,Laptop,2022-10,14,False
1606,Premium,France,Smartphone,2022-10,194,True
1607,Basic,Brazil,Smartphone,2022-10,8,False
1608,Standard,Mexico,Smart TV,2022-10,5,False
1609,Standard,Spain,Smart TV,2022-10,6,False
1610,Basic,Italy,Smart TV,2022-10,91,True
1611,Premium,Spain,Laptop,2022-10,9,False
1612,Basic,Spain,Smartphone,2022-10,1,False
1613,Standard,United States,Smartphone,2022-10,85,True
1614,Premium,Canada,Tablet,2022-10,1,False
1615,Basic,United States,Smart TV,2022-10,181,True
1616,Premium,United States,Laptop,2022-11,0,False
1617,Basic,Canada,Tablet,2022-11,197,True
1618,Standard,United Kingdom,Smart TV,2022-11,0,False
1619,Standard,Australia,Laptop,2022-11,0,False
1620,Basic,Germany,Smartphone,2022-11,1,False
1621,Premium,France,Laptop,2022-11,3,False
1622,Basic,Brazil,Smart TV,2022-11,9,False
1623,Standard,Mexico,Laptop,2022-11,14,False
1624,Premium,Spain,Smartphone,2022-10,0,False
1625,Basic,Italy,Smart TV,2022-10,2,False
1626,Premium,Spain,Smart TV,2022-10,2,False
1627,Basic,Spain,Smartphone,2022-10,2,False
1628,Standard,United States,Laptop,2022-09,275,True
1629,Standard,Canada,Smart TV,2022-09,17,False
1630,Basic,United States,Smart TV,2022-09,223,True
1631,Premium,United States,Laptop,2022-09,284,True
1632,Basic,Canada,Laptop,2022-09,2,False
1633,Standard,United Kingdom,Tablet,2022-08,8,False
1634,Premium,Australia,Smart TV,2022-08,49,True
1635,Basic,Germany,Tablet,2022-08,269,True
1636,Premium,France,Smart TV,2022-08,1,False
1637,Basic,Brazil,Laptop,2022-07,328,True
1638,Standard,Mexico,Tablet,2022-07,64,True
1639,Standard,Spain,Laptop,2022-07,74,True
1640,Basic,Italy,Smart TV,2022-07,62,True
1641,Premium,Spain,Tablet,2022-07,1,False
1642,Basic,Spain,Tablet,2022-07,278,True
1643,Standard,United States,Tablet,2022-07,1,False
1644,Premium,Canada,Smartphone,2022-07,0,False
1645,Basic,United States,Laptop,2022-07,11,False
1646,Basic,United States,Tablet,2022-07,14,False
1647,Basic,Canada,Laptop,2022-07,287,True
1648,Standard,United Kingdom,Smartphone,2022-06,297,True
1649,Premium,Australia,Tablet,2022-06,3,False
1650,Basic,Germany,Tablet,2022-06,292,True
1651,Basic,France,Smart TV,2022-06,305,True
1652,Premium,Brazil,Tablet,2022-06,97,True
1653,Standard,Mexico,Smartphone,2022-07,350,True
1654,Standard,Spain,Tablet,2022-07,11,False
1655,Basic,Italy,Tablet,2022-07,289,True
1656,Premium,Spain,Smartphone,2022-07,2,False
1657,Standard,Spain,Smartphone,2022-07,7,False
1658,Basic,United States,Laptop,2022-07,203,True
1659,Standard,Canada,Smartphone,2022-07,63,True
1660,Premium,United States,Tablet,2022-08,6,False
1661,Basic,United States,Laptop,2022-08,1,False
1662,Premium,Canada,Smartphone,2022-08,22,False
1663,Standard,United Kingdom,Smartphone,2022-08,7,False
1664,Basic,Australia,Laptop,2022-08,149,True
1665,Standard,Germany,Smartphone,2022-08,295,True
1666,Premium,France,Laptop,2022-08,9,False
1667,Basic,Brazil,Tablet,2022-09,11,False
1668,Standard,Mexico,Tablet,2022-09,141,True
1669,Premium,Spain,Tablet,2022-09,10,False
1670,Basic,Italy,Tablet,2022-09,3,False
1671,Premium,Spain,Smartphone,2022-09,276,True
1672,Basic,Spain,Tablet,2022-09,1,False
1673,Standard,United States,Tablet,2022-09,7,False
1674,Standard,Canada,Smart TV,2022-10,107,True
1675,Basic,United States,Laptop,2022-10,0,False
1676,Premium,United States,Laptop,2022-10,106,True
1677,Basic,Canada,Tablet,2022-10,248,True
1678,Standard,United Kingdom,Smart TV,2022-10,7,False
